ct_registration_number,brand_name,wholesaler_name,wholesaler_credential
LBD.0180281,LES VINS DE VIENNE LES CRANILLES,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0180284,LES VINS DE VIENNE REMEAGE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0227635,LESS GENTLE ON MY MIND,BRESCOME BARTON INC,LIW.0000506
LBD.0219955,LESTIGNAC MICHEL MICHEL,T EDWARD CONNECTICUT LTD,LIW.0000576
LBD.0234732,LETH GRUNER VELTLINER STEINAGRUND,BRESCOME BARTON INC,LIW.0000506
LBD.0212050,LETTUCE INDIA PALE ALE,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC,LIW.0000696
LBD.0202894,LEVANTINE DE MUSAR,BRESCOME BARTON INC,LIW.0000506
LBD.0232225,LEVEE & LOAM CABERNET SAUVIGNON,INDIE WINE INC,LIW.0000777
LBD.0232226,LEVEE & LOAM CHARDONNAY,INDIE WINE INC,LIW.0000777
LBD.0232224,LEVEE & LOAM MERITAGE RED BLEND,INDIE WINE INC,LIW.0000777
LBD.0232227,LEVEE & LOAM SAUVIGNON BLANC,INDIE WINE INC,LIW.0000777
LBD.0223100,LEVEL FLIGHT LAGER,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0173286,LEVENDI LEGACY CABERNET SAUVIGNON,WINEBOW INC,LIW.0000548
LBD.0173288,LEVENDI RESERVE CHARDONNAY,WINEBOW INC,LIW.0000548
LBD.0173261,LEVENDI STAGECOACH VINEYARD CABERNET SAUVIGNON,WINEBOW INC,LIW.0000548
LBD.0173287,LEVENDI SWEETWATER RANCH CABERNET SAUVIGNON,WINEBOW INC,LIW.0000548
LBD.0173224,LEVENDI,WINEBOW INC,LIW.0000548
LBD.0228314,LEVENSWATER BARREL AGED GIN 55 GALLON DRUM,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0217195,LEVENSWATER SPRING 34 KOSHER FOR PASSOVER GIN,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0129907,LEVERT FRERES BRUT CHARDONNAY,WINEBOW INC,LIW.0000548
LBD.0129908,LEVERT FRERES PINOT NOIR GAMAY ROSE CREMANT DE BOURGOGNE,WINEBOW INC,LIW.0000548
LBD.0095417,LEVET COTE ROTIE,LTD,LIW.0000597
LBD.0187366,LEVIATHAN RED WINIE CALIFORNIA,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187366,LEVIATHAN RED WINIE CALIFORNIA,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0190185,LEWIS CELLARS ALEC'S BLEND RED WINE NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0228399,"LEWIS CELLARS CABERNET SAUVIGNON NAPA VALLEY MASON'S, 15.50%","EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187656,LEWIS CELLARS CABERNET SAUVIGNON NAPA VALLEY RESERVE,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190162,LEWIS CELLARS CABERNET SAUVIGNON NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0228398,"LEWIS CELLARS CABERNET SAUVIGNON NAPA VALLEY, 15.50%","EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190119,LEWIS CELLARS CABERNET SAUVIGNONMASON'S NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190163,LEWIS CELLARS CHARDONNAY BARCAGLIA LANE RUSSIAN RIVER VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187657,LEWIS CELLARS CHARDONNAY NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187658,LEWIS CELLARS CHARDONNAY RESERVE NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187659,"LEWIS CELLARS CHARDONNAY SONOMA COUNTY, RUSSIAN RIVER VALLEY","EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190169,LEWIS CELLARS MERLOT NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190186,LEWIS CELLARS RED WINE CUVEE L NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0228397,"LEWIS CELLARS RED WINE NAPA VALLEY ALEC'S BLEND, 15.50%","EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0217409,LEWIS CELLARS RED WINE NAPA VALLEY THE BIG BLEND 15.50%,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190188,LEWIS CELLARS SAUVIGNON BLANC DEBBIE'S CUVEE NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0202635,LEWIS CELLARS SAUVIGNON BLANC NAPA VALLEY 1150 14.90%,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187662,LEWIS CELLARS SAUVIGNON BLANC NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0190187,LEWIS CELLARS SYRAH ETHAN'S NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187663,LEWIS CELLARS SYRAH NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0187655,LEWIS CELLARS SYRAH VIN GRIS NAPA VALLEY,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0094147,LEXINGTON BOURBON WHISKEY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0171819,LEXINGTON DISTILLING TOWN BRANCH BOURBON DOUBLE OAKED,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0194721,LEYDA COASTAL VINEYARDS PINOT NOIR,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0194721,LEYDA COASTAL VINEYARDS PINOT NOIR,WINEBOW INC,LIW.0000548
LBD.0194722,LEYDA COASTAL VINEYARDS SAUVIGNON BLANC,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0194722,LEYDA COASTAL VINEYARDS SAUVIGNON BLANC,WINEBOW INC,LIW.0000548
LBD.0194730,LEYDA LOT 21 PINOT NOIR,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0194730,LEYDA LOT 21 PINOT NOIR,WINEBOW INC,LIW.0000548
LBD.0194733,LEYDA RESERVA PINOT NOIR,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0194733,LEYDA RESERVA PINOT NOIR,WINEBOW INC,LIW.0000548
LBD.0194734,LEYDA RESERVA SAUVIGNON BLANC,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0194734,LEYDA RESERVA SAUVIGNON BLANC,WINEBOW INC,LIW.0000548
LBD.0194731,LEYDA ROSE PINOT NOIR,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0194731,LEYDA ROSE PINOT NOIR,WINEBOW INC,LIW.0000548
LBD.0079574,LEYDIER ET FILS VIN DE PAYS DU VAUCLUSE KERMIT LYNCH RED,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0079574,LEYDIER ET FILS VIN DE PAYS DU VAUCLUSE KERMIT LYNCH RED,CLASSIC WINES INC,LIW.0000565
LBD.0079575,LEYDIER ET FILS VIN DE PAYS DU VAUCLUSE KERMIT LYNCH WHITE,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0079575,LEYDIER ET FILS VIN DE PAYS DU VAUCLUSE KERMIT LYNCH WHITE,CLASSIC WINES INC,LIW.0000565
LBD.0217967,LEYENDA DEL MILAGRO CRISTALINO ANEJO,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0001050,LEZAJSK 1525 BEER,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0056630,LI VELI ORION,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0076141,LI VELI PASSAMANTE SALENTO NEGROMARO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0077857,LI VELI PRIMONERO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0123412,LI VELI SUSMANIELLO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0123413,LI VELI VERDECA ASKOS,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0053400,LI VELLI PASSAMANTE SALENTO,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0114931,LIBATION PROPAGANDA,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0114931,LIBATION PROPAGANDA,DICHELLO DISTRIBUTORS INC,LIW.0000516
LBD.0114931,LIBATION PROPAGANDA,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0214288,LIBELUA ANEJO TEQUILA,INTERWINE INC,LIW.0000513
LBD.0127437,LIBELULA 'BARTACO' TEQUILA,INTERWINE INC,LIW.0000513
LBD.0214493,LIBELULA BLANCO TEQUILA,INTERWINE INC,LIW.0000513
LBD.0228895,LIBELULA JOVEN TEQUILA,INTERWINE INC,LIW.0000513
LBD.0230819,LIBELULA TEQUILA ANEJO 40.00%,INTERWINE INC,LIW.0000513
LBD.0230820,LIBELULA TEQUILA BLANCO 40.00%,INTERWINE INC,LIW.0000513
LBD.0230821,LIBELULA TEQUILA JOVEN 40.00%,INTERWINE INC,LIW.0000513
LBD.0230822,LIBELULA TEQUILA REPOSADO 40.00%,INTERWINE INC,LIW.0000513
LBD.0095061,LIBERALIA WELL OILED TEMPRANILLO CINCO TORO,WINEBOW INC,LIW.0000548
LBD.0095062,LIBERALIA WELL OILED TEMPRANILLO CUATRO TORO,WINEBOW INC,LIW.0000548
LBD.0095063,LIBERALIA WELL OILED TEMPRANILLO TRES TORO,WINEBOW INC,LIW.0000548
LBD.0117507,LIBERATED PINOT NOIR MONTEREY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0168499,LIBERTIES COPPER ALLEY IRISH WHISKEY,INTERWINE INC,LIW.0000513
LBD.0168503,LIBERTIES OAK DEVIL IRISH WHISKEY,INTERWINE INC,LIW.0000513
LBD.0172301,LIBERTY CREEK CABERNET SAUVIGNON CALIFORNIA LIMITED EDITION,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0185690,LIBERTY CREEK CABERNET SAUVIGNON LIMITED EDITION CALIFORNIA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0099895,LIBERTY CREEK CALIFORNIA PINK MOSCATO,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0079678,LIBERTY CREEK CALIFORNIA PINOT GRIGIO,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0079679,LIBERTY CREEK CALIFORNIA PINOT NOIR,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0172302,LIBERTY CREEK CHARDONNAY CALIFORNIA LIMITED EDITION,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0185691,LIBERTY CREEK CHARDONNAY LIMITED EDITION CALIFORNIA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213888,LIBERTY CREEK FOUNDER'S RED BLEND AMERICAN,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213887,LIBERTY CREEK MERLOT AMERICAN,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213886,LIBERTY CREEK MOSCATO AMERICAN,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0076943,LIBERTY CREEK MOSCATO CALIFORNIA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213885,LIBERTY CREEK PINK MOSCATO AMERICAN,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0230209,LIBERTY CREEK PINOT GRIGIO COLOMBARD AMERICAN,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0185689,LIBERTY CREEK PINOT GRIGIO LIMITED EDITION CALIFORNIA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213884,LIBERTY CREEK PINOT NOIR AMERICAN,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0152775,LIBERTY CREEK ROSE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0076996,LIBERTY CREEK SWEET RED,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0177879,LIBERTY ISLAND NEW ENGLAND INDIA PALE ALE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0222345,LIBERTY LIMONCELLO,WINEBOW INC,LIW.0000548
LBD.0212179,LIBRANDI CIRO BIANCO DOC,WINEBOW INC,LIW.0000548
LBD.0212180,LIBRANDI CIRO DUCA SAN FELICE RISERVA DOC,WINEBOW INC,LIW.0000548
LBD.0212181,LIBRANDI CIRO ROSATO DOC,WINEBOW INC,LIW.0000548
LBD.0039798,LIBRANDI CIRO ROSSO CLASSICO,WINEBOW INC,LIW.0000548
LBD.0162961,LIBRANDI CRITONE BIANCO CALABRIA IGT,WINEBOW INC,LIW.0000548
LBD.0148249,LIBRANDI CRITONE BIANCO,WINEBOW INC,LIW.0000548
LBD.0148251,LIBRANDI DUCA SANFELICE CIRO RISERVA,WINEBOW INC,LIW.0000548
LBD.0164042,LIBRANDI DUCA SANFELICE RISERVA CLASSICO SUPERIORE,WINEBOW INC,LIW.0000548
LBD.0166834,LIBRANDI EFESO BIANCO CALABRIA IGT,WINEBOW INC,LIW.0000548
LBD.0148255,LIBRANDI GRAVELLO ROSSO,WINEBOW INC,LIW.0000548
LBD.0142253,LIBRANDI LE PASSULE VAL DI NETO VINO PASSITO,WINEBOW INC,LIW.0000548
LBD.0210178,LIBRANDI MEGONIO CALABRIA IGT,WINEBOW INC,LIW.0000548
LBD.0170860,LICATAA SPARKLING RED WINE,HOUSATONIC WINE COMPANY OF CONNECTICUT LLC,LIW.0000732
LBD.0219603,LICENCIADO RIOJA,VOTTO VINES IMPORTING LLC,LIW.0000625
LBD.0147194,LICIA ALBARINO,WINEBOW INC,LIW.0000548
LBD.0229467,LICOR 43 CARAMEL COOKIE,BRESCOME BARTON INC,LIW.0000506
LBD.0234556,LICOR 43 CARAMEL COOKIE,BRESCOME BARTON INC,LIW.0000506
LBD.0234559,LICOR 43 CHOCOLATE,BRESCOME BARTON INC,LIW.0000506
LBD.0192445,LICOR 43 CHOCOLATE LIQUEUR,BRESCOME BARTON INC,LIW.0000506
LBD.0212972,LICOR 43 CREME BRULEE,BRESCOME BARTON INC,LIW.0000506
LBD.0234561,LICOR 43 CREME BRULEE,BRESCOME BARTON INC,LIW.0000506
LBD.0234557,LICOR 43 HORCHATA VEGAN,BRESCOME BARTON INC,LIW.0000506
LBD.0179453,LICOR 43 HORCHATA,BRESCOME BARTON INC,LIW.0000506
LBD.0234550,LICOR 43 ORIGINAL LIQUEUR,BRESCOME BARTON INC,LIW.0000506
LBD.0147873,LICOR 43,BRESCOME BARTON INC,LIW.0000506
LBD.0225944,LICOR BEIRÃO,BRESCOME BARTON INC,LIW.0000506
LBD.0215923,LIDO LIMONE SPARKLING VODKA LEMONADE,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0088134,LIEB CABERNET FRANC,WINEBOW INC,LIW.0000548
LBD.0222678,LIEB CELLARS CABERNET FRANC ESTATE,WINEBOW INC,LIW.0000548
LBD.0157611,LIEB CELLARS ESTATE CHARDONNAY NORTH FORK OF LONG ISLAND,WINEBOW INC,LIW.0000548
LBD.0211977,LIEB CELLARS LIEB CELLARS MERLOT ESTATE 2020,WINEBOW INC,LIW.0000548
LBD.0211978,LIEB CELLARS LIEB CELLARS SPARKLING PINOT BLANC ESTATE 2021,WINEBOW INC,LIW.0000548
LBD.0211983,LIEB CELLARS LIEB CELLARS SPARKLING ROSE ESTATE 2021,WINEBOW INC,LIW.0000548
LBD.0157621,LIEB CELLARS RESERVE MERLOT NORTH FORK OF LONG ISLAND,WINEBOW INC,LIW.0000548
LBD.0035623,LIEB CELLARS RESERVE PINOT BLANC,WINEBOW INC,LIW.0000548
LBD.0157622,LIEB CELLARS RESERVE SPARKLING PINOT BLANC NORTH FORK OF LONG ISLAND,WINEBOW INC,LIW.0000548
LBD.0215340,LIEB CELLARS SAUVIGNON BLANC,WINEBOW INC,LIW.0000548
LBD.0057759,LIEFMANS GOUDENBAND,BRESCOME BARTON INC,LIW.0000506
LBD.0234352,LIEU DIT BLANC DE MER,A MISSING LINK LLC,LIW.0000659
LBD.0152488,LIEVLAND CABERNET SAUVIGNON,BRESCOME BARTON INC,LIW.0000506
LBD.0152489,LIEVLAND CHENIN BLANC,BRESCOME BARTON INC,LIW.0000506
LBD.0152492,LIEVLAND PINOTAGE,BRESCOME BARTON INC,LIW.0000506
LBD.0198810,LIFE HAZY PALE ALE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0169403,LIFE ON MARZEN OKTOBERFEST,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0213687,LIFEVINE BLANC DE BLANCS,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0213687,LIFEVINE BLANC DE BLANCS,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0197951,LIFEVINE CA CABERNET SAUVIGNON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0197951,LIFEVINE CA CABERNET SAUVIGNON,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0207775,LIFEVINE CA CHARDONNAY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207775,LIFEVINE CA CHARDONNAY,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0207776,LIFEVINE ITALY PINOT NOIR,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207776,LIFEVINE ITALY PINOT NOIR,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0213688,LIFEVINE RED WINE BLEND CALIFORNIA,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0213688,LIFEVINE RED WINE BLEND CALIFORNIA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213686,LIFEVINE ROSE CALIFORNIA,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0213686,LIFEVINE ROSE CALIFORNIA,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0207779,LIFEVINE WINES SAUVIGNON BLANC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0207779,LIFEVINE WINES SAUVIGNON BLANC,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0191773,LIGER BELAIR MOULIN-À-VENT VIEILLES VIGNES,BRESCOME BARTON INC,LIW.0000506
LBD.0191774,LIGER BELAIR NUITS-ST-GEORGES LES BELLES CROIX,BRESCOME BARTON INC,LIW.0000506
LBD.0204943,"LIGER BELAIR, GEVREY-CHAMBERTIN, EN CREOT",BRESCOME BARTON INC,LIW.0000506
LBD.0204945,"LIGER BELAIR, NUITS-ST-GEORGES, 1ER CRU LES ST GEORGES",BRESCOME BARTON INC,LIW.0000506
LBD.0207816,LIGHT & DRY BOTANICAL,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0207816,LIGHT & DRY BOTANICAL,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0207815,LIGHT & DRY CITRUS,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0207815,LIGHT & DRY CITRUS,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0207817,LIGHT & DRY GINGER,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0207817,LIGHT & DRY GINGER,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0207814,LIGHT & DRY SUPER DRY,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0207814,LIGHT & DRY SUPER DRY,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0221423,LIGHT CIDER COSMO,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0224672,LIGHT CONE,REMARKABLE LIQUIDS LLC,LIW.0000763
LBD.0231530,LIGHT FALL,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0231530,LIGHT FALL,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0204234,LIGHT HEARTED IPA,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0204234,LIGHT HEARTED IPA,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0147787,LIGHT HORSE CABERNET SAUVIGNON WINEMAKER'S SELECTION CALIFORNIA,INTERWINE INC,LIW.0000513
LBD.0193780,LIGHT HORSE CALIFORNIA CABERNET SAUVIGNON,INTERWINE INC,LIW.0000513
LBD.0193780,LIGHT HORSE CALIFORNIA CABERNET SAUVIGNON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0193781,LIGHT HORSE CALIFORNIA CHARDONNAY,INTERWINE INC,LIW.0000513
LBD.0193781,LIGHT HORSE CALIFORNIA CHARDONNAY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0140941,LIGHT HORSE CALIFORNIA PINOT NOIR,INTERWINE INC,LIW.0000513
LBD.0193782,LIGHT HORSE CALIFORNIA PINOT NOIR,INTERWINE INC,LIW.0000513
LBD.0193782,LIGHT HORSE CALIFORNIA PINOT NOIR,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0147789,LIGHT HORSE PINOT NOIR WINEMAKER'S SELECTION CALIFORNIA,INTERWINE INC,LIW.0000513
LBD.0140523,LIGHT RIDER LAGER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0205585,LIGHT WORK LAGER,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0205585,LIGHT WORK LAGER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0156935,LIGHT,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0161152,LIGHT,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0229478,LIGHTHOUSE 154,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0229478,LIGHTHOUSE 154,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0229478,LIGHTHOUSE 154,,LIW.0000543
LBD.0125041,LIGHTHOUSE GIN,BRESCOME BARTON INC,LIW.0000506
LBD.0236015,LIGHTHOUSE VERMONT PILSNER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0135937,LIGHTNING STRUCK TWICE STOUT,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0227832,LIGHTSTRIKE BLUE RUSH,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0227832,LIGHTSTRIKE BLUE RUSH,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0221495,LIGHTSTRIKE LEMON LIME,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0221495,LIGHTSTRIKE LEMON LIME,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0221494,LIGHTSTRIKE ORANGE MANGO,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0221494,LIGHTSTRIKE ORANGE MANGO,"LEVINE DISTRIBUTING CO , LLC",LIW.0000527
LBD.0156829,LIGHTSWITCH LAGER,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0234312,LIL COCONUT,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0107054,LIL HEAVEN,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0107054,LIL HEAVEN,,LIW.0000543
LBD.0107054,LIL HEAVEN,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0211555,LIL ONE ALE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0150971,LIL' JUICY,STAR DISTRIBUTORS INC,LIW.0000533
LBD.0150971,LIL' JUICY,F & F DISTRIBUTORS INC,LIW.0000504
LBD.0150971,LIL' JUICY,,LIW.0000543
LBD.0196347,LIL' SCOOP,HARTFORD DISTRIBUTORS INC,LIW.0000505
LBD.0196347,LIL' SCOOP,G & G BEVERAGE DIST INC,LIW.0000509
LBD.0043155,LILLET BLANC,BRESCOME BARTON INC,LIW.0000506
LBD.0043155,LILLET BLANC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0218415,LILLET EMILY IN PARIS BLANC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0218416,LILLET EMILY IN PARIS ROSE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0088933,LILLET ROSE,BRESCOME BARTON INC,LIW.0000506
LBD.0088933,LILLET ROSE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0088933,LILLET ROSE,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0043156,LILLET ROUGE,BRESCOME BARTON INC,LIW.0000506
LBD.0043156,LILLET ROUGE,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0215630,LILLIE CABERNET SAUVIGNON CALIFORNIA 14.50%,INTERWINE INC,LIW.0000513
LBD.0219433,LILLIE CHARDONNAY LAKE COUNTY 13.50%,INTERWINE INC,LIW.0000513
LBD.0219434,LILLIE NORTH COAST BOURBON BARREL AGED RED WINE 13.50%,INTERWINE INC,LIW.0000513
LBD.0215631,LILLIE PETITE SIRAH NORTH COAST 12.90%,INTERWINE INC,LIW.0000513
LBD.0215632,LILLIE PINOT GRIGIO CALIFORNIA 13.30%,INTERWINE INC,LIW.0000513
LBD.0215633,LILLIE PINOT NOIR CALIFORNIA 13.90%,INTERWINE INC,LIW.0000513
LBD.0215634,LILLIE ROSE NORTH COAST 13.50%,INTERWINE INC,LIW.0000513
LBD.0215635,LILLIE SAUVIGNON BLANC NORTH COAST 13.30%,INTERWINE INC,LIW.0000513
LBD.0215644,LILLIE'S COLLECTION BLEND RED WINE NORTH COAST 13.90%,INTERWINE INC,LIW.0000513
LBD.0215640,LILLIE'S COLLECTION CABERNET SAUVIGNON 14.50%,INTERWINE INC,LIW.0000513
LBD.0215638,LILLIE'S COLLECTION CHARDONNAY LAKE COUNTY 13.50%,INTERWINE INC,LIW.0000513
LBD.0215643,LILLIE'S COLLECTION PETITE SIRAH GUENOC VALLEY BOURBON BARREL AGED 14.90%,INTERWINE INC,LIW.0000513
LBD.0215637,LILLIE'S COLLECTION PETITE SIRAH NORTH COAST 13.90%,INTERWINE INC,LIW.0000513
LBD.0215641,LILLIE'S COLLECTION PINOT GRIGIO CALIFORNIA 13.50%,INTERWINE INC,LIW.0000513
LBD.0215639,LILLIE'S COLLECTION PINOT NOIR 13.90%,INTERWINE INC,LIW.0000513
LBD.0215636,LILLIE'S COLLECTION ROSE NORTH COAST 14.10%,INTERWINE INC,LIW.0000513
LBD.0215642,LILLIE'S COLLECTION SAUVIGNON BLANC NORTH COAST 13.00%,INTERWINE INC,LIW.0000513
LBD.0200467,LILLY WHITE WINE CALIFORNIA,ACE DISTRIBUTING LLC,LIW.0000580
LBD.0170530,LIM LIMONCELLO,WINEBOW INC,LIW.0000548
LBD.0170531,LIM MANDARINCELLO,WINEBOW INC,LIW.0000548
LBD.0170532,LIM NARANCELLO,WINEBOW INC,LIW.0000548
LBD.0201493,LIMARINA SAUVIGNON BLANC,WINEBOW INC,LIW.0000548
LBD.0191783,LIMAVADY,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0212003,LIMAVEZA LIME LAGER 4.5,MURPHY BEVERAGE COMPANY INC,LIW.0000627
LBD.0194757,LIME LITE,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0224381,LIMERICK LANE ZINFANDEL RUSSIAN RIVER VALLEY,LIBERATION DISTRIBUTION LLC,LIW.0000743
LBD.0195368,LIMITED BARREL STAGS LEAP DISTRICT CABERNET SAUVIGNON,TRI-VIN IMPORTS INC,LIW.0000708
